Complex,Complex name,Complex short name,Subunit,Protein name,Protein,Evidence level,Citation,Comment
proteasome,20S proteasome,20S proteasome,PF3D7_0803800,proteasome subunit beta type-4,PSMB4,cryoEM,"Li et al (2015), Xie et al (2019), Xie et al (2021), Hsu et al (2023)",
proteasome,20S proteasome,20S proteasome,PF3D7_0931800,"proteasome subunit beta type-6, putative",PSMB6,cryoEM,"Li et al (2015), Xie et al (2019), Xie et al (2021), Hsu et al (2023)",
proteasome,20S proteasome,20S proteasome,PF3D7_0108000,"proteasome subunit beta type-3, putative",PSMB3,cryoEM,"Li et al (2015), Xie et al (2019), Xie et al (2021), Hsu et al (2023)",
proteasome,20S proteasome,20S proteasome,PF3D7_1328100,"proteasome subunit beta type-7, putative",PSMB7,cryoEM,"Li et al (2015), Xie et al (2019), Xie et al (2021), Hsu et al (2023)",
proteasome,20S proteasome,20S proteasome,PF3D7_0807500,"proteasome subunit alpha type-6, putative",PSMB6,cryoEM,"Li et al (2015), Xie et al (2019), Xie et al (2021), Hsu et al (2023)",
proteasome,20S proteasome,20S proteasome,PF3D7_0727400,"proteasome subunit alpha type-5, putative",PSMA5,cryoEM,"Li et al (2015), Xie et al (2019), Xie et al (2021), Hsu et al (2023)",
proteasome,20S proteasome,20S proteasome,PF3D7_1353900,"proteasome subunit alpha type-7, putative",PSMA7,cryoEM,"Li et al (2015), Xie et al (2019), Xie et al (2021), Hsu et al (2023)",
proteasome,20S proteasome,20S proteasome,PF3D7_1353800,"proteasome subunit alpha type-4, putative",PSMA4,cryoEM,"Li et al (2015), Xie et al (2019), Xie et al (2021), Hsu et al (2023)",
proteasome,20S proteasome,20S proteasome,PF3D7_1011400,proteasome subunit beta type-5,PSMB5,cryoEM,"Li et al (2015), Xie et al (2019), Xie et al (2021), Hsu et al (2023)",
proteasome,20S proteasome,20S proteasome,PF3D7_1474800,"proteasome subunit alpha type-1, putative",PSMA1,cryoEM,"Li et al (2015), Xie et al (2019), Xie et al (2021), Hsu et al (2023)",
proteasome,20S proteasome,20S proteasome,PF3D7_1470900,"proteasome subunit beta type-2, putative",PSMB2,cryoEM,"Li et al (2015), Xie et al (2019), Xie et al (2021), Hsu et al (2023)",
proteasome,20S proteasome,20S proteasome,PF3D7_0518300,"proteasome subunit beta type-1, putative",PSMB1,cryoEM,"Li et al (2015), Xie et al (2019), Xie et al (2021), Hsu et al (2023)",
MCM,Minichromosome maintenance complex (MCM),MCM complex,PF3D7_1417800,DNA replication licensing factor MCM2,MCM2,anti-MCM2/6/7 pull-down,Patterson et al (2005),
MCM,Minichromosome maintenance complex (MCM),MCM complex,PF3D7_0705400,DNA replication licensing factor MCM7,MCM7,anti-MCM2/6/7 pull-down; HA-tag pull-down with PF3D7_1412100,Patterson et al (2005); Absalon et al (2019),
MCM,Minichromosome maintenance complex (MCM),MCM complex,PF3D7_1317100,DNA replication licensing factor MCM4,MCM4,HA-tag pull-down with PF3D7_1412100,Absalon et al (2019),
MCM,Minichromosome maintenance complex (MCM),MCM complex,PF3D7_1355100,DNA replication licensing factor MCM6,MCM6,anti-MCM2/6/7 pull-down; HA-tag pull-down with PF3D7_1412100,Patterson et al (2005); Absalon et al (2019),
MCM,Minichromosome maintenance complex (MCM),MCM complex,PF3D7_0527000,"DNA replication licensing factor MCM3, putative",MCM3,HA-tag pull-down with PF3D7_1412100,Absalon et al (2019),
MCM,Minichromosome maintenance complex (MCM),MCM complex,PF3D7_1211700,"DNA replication licensing factor MCM5, putative",MCM5,HA-tag pull-down with PF3D7_1412100,Absalon et al (2019),
MCM,Minichromosome maintenance complex (MCM),MCM complex,PF3D7_1412100,mini-chromosome maintenance complex-binding protein,MCMBP,HA-tag pull-down with PF3D7_1412100,Absalon et al (2019),
prefoldin,Prefoldin,Prefoldin,PF3D7_1107500,"prefoldin, putative",PFD,NA,,One would wonder whether prefolding is really folded
prefoldin,Prefoldin,Prefoldin,PF3D7_0512000,prefoldin subunit 6,PFD6,NA,,"Also considering the localization experiments in Kumar et al, 2022"
prefoldin,Prefoldin,Prefoldin,PF3D7_0718500,"prefoldin subunit 3, putative",PFD3,NA,,
prefoldin,Prefoldin,Prefoldin,PF3D7_0904500,"prefoldin subunit 4, putative",PFD4,NA,,
prefoldin,Prefoldin,Prefoldin,PF3D7_1128100,"prefoldin subunit 5, putative",PFD5,NA,,
prefoldin,Prefoldin,Prefoldin,PF3D7_1416900,"prefoldin subunit 2, putative",PFD2,NA,,
prefoldin,Prefoldin,Prefoldin,PF3D7_0907300,"prefoldin-like protein, putative",PFDLP,NA,,
T_complex,T-complex,T-complex,PF3D7_0214000,T-complex protein 1 subunit theta,CCT8,HA-tag pull-down with PF3D7_0214000,Wilkinson et al (2022),
T_complex,T-complex,T-complex,PF3D7_1132200,T-complex protein 1 subunit alpha,TCP1,HA-tag pull-down with PF3D7_0214000,Wilkinson et al (2022),
T_complex,T-complex,T-complex,PF3D7_0306800,T-complex protein 1 subunit beta,CCT2,HA-tag pull-down with PF3D7_0214000,Wilkinson et al (2022),
T_complex,T-complex,T-complex,PF3D7_1229500,T-complex protein 1 subunit gamma,CCT3,HA-tag pull-down with PF3D7_0214000,Wilkinson et al (2022),
T_complex,T-complex,T-complex,PF3D7_1357800,T-complex protein 1 subunit delta,CCT4,HA-tag pull-down with PF3D7_0214000,Wilkinson et al (2022),
T_complex,T-complex,T-complex,PF3D7_0320300,T-complex protein 1 subunit epsilon,CCT5,HA-tag pull-down with PF3D7_0214000,Wilkinson et al (2022),
T_complex,T-complex,T-complex,PF3D7_0608700,T-complex protein 1 subunit zeta,CCT6,HA-tag pull-down with PF3D7_0214000,Wilkinson et al (2022),
T_complex,T-complex,T-complex,PF3D7_0308200,T-complex protein 1 subunit eta,CCT7,HA-tag pull-down with PF3D7_0214000,Wilkinson et al (2022),
glideosome,Glideosome,Glideosome,PF3D7_1361800,glideosome-associated connector,GAC,tbd,tbd,
glideosome,Glideosome,Glideosome,PF3D7_1222700,glideosome-associated protein 45,GAP45,tbd,tbd,
glideosome,Glideosome,Glideosome,PF3D7_0515700,glideosome-associated protein 40,GAP40,tbd,tbd,
glideosome,Glideosome,Glideosome,PF3D7_0918000,glideosome-associated protein 50,GAP50,tbd,tbd,
glideosome,Glideosome,Glideosome,PF3D7_0423500,glideosome associated protein with multiple membrane spans 2,GAPM2,,,
glideosome,Glideosome,Glideosome,PF3D7_1323700,glideosome associated protein with multiple membrane spans 1,GAPM1,,,
glideosome,Glideosome,Glideosome,PF3D7_1406800,glideosome associated protein with multiple membrane spans 3,GAPM3,,,
glideosome,Glideosome,Glideosome,PF3D7_1342600,myosin A,MyoA,Crystal structure,"Pazicky et al (2020), Moussaoui et al (2020)",
glideosome,Glideosome,Glideosome,PF3D7_1017500,myosin essential light chain ELC,ELC1,Crystal structure,"Pazicky et al (2020), Moussaoui et al (2020)",
glideosome,Glideosome,Glideosome,PF3D7_1246400,myosin A-tail interacting protein,MTIP,Crystal structure,"Pazicky et al (2020), Moussaoui et al (2020)",
glideosome,Glideosome,Glideosome,PF3D7_1246200,actin I,Act1,tbd,tbd,
glideosome,Glideosome,Glideosome,PF3D7_1412500,actin II,Act2,tbd,tbd,
PTEX,Plasmodium translocon of exported proteins (PTEX),PTEX,PF3D7_1471100,exported protein 2,EXP2,CryoEM,Ho et al (2018),
PTEX,Plasmodium translocon of exported proteins (PTEX),PTEX,PF3D7_1116800,heat shock protein 101,HSP101,CryoEM,Ho et al (2018),
PTEX,Plasmodium translocon of exported proteins (PTEX),PTEX,PF3D7_1105600,translocon component PTEX88,PTEX88,PTEX150-HA and Hsp101-HA pull-down,Ward et al (2009),
PTEX,Plasmodium translocon of exported proteins (PTEX),PTEX,PF3D7_1436300,translocon component PTEX150,PTEX150,CryoEM,Ho et al (2018),
PTEX,Plasmodium translocon of exported proteins (PTEX),PTEX,PF3D7_1345100,thioredoxin 2,TRX2,PTEX150-HA and Hsp101-HA pull-down,Ward et al (2009),
CLAG,RhopH complex,RhopH complex,PF3D7_0929400,high molecular weight rhoptry protein 2,RhopH2,CryoEM,Ho et al (2021),
CLAG,RhopH complex,RhopH complex,PF3D7_0905400,high molecular weight rhoptry protein 3,RhopH3,CryoEM,Ho et al (2021),
CLAG,RhopH complex,RhopH complex,PF3D7_0302500,cytoadherence linked asexual protein 3.1,CLAG3.1,CryoEM,Ho et al (2021),
CLAG,RhopH complex,RhopH complex,PF3D7_0302200,cytoadherence linked asexual protein 3.2,CLAG3.2,anti-RhopH2 WB pull-down,Kaneko et al (2005),
CLAG,RhopH complex,RhopH complex,PF3D7_0220800,cytoadherence linked asexual protein 2,CLAG2,anti-RhopH2 WB pull-down,Kaneko et al (2005),
CLAG,RhopH complex,RhopH complex,PF3D7_0935800,cytoadherence linked asexual protein 9,CLAG9,anti-RhopH2 WB pull-down,Kaneko et al (2005),
CLAG,RhopH complex,RhopH complex,PF3D7_0831600,cytoadherence linked asexual protein 8,CLAG8,NA,,
SRP,Signal recognition particle,SRP,PF3D7_0729000,signal recognition particle subunit SRP9,SRP9,pairwise immunoblot,Panchal et al (2014),
SRP,Signal recognition particle,SRP,PF3D7_1203200,signal recognition particle subunit SRP14,SRP14,pairwise immunoblot,Panchal et al (2014),
SRP,Signal recognition particle,SRP,PF3D7_1216300,signal recognition particle subunit SRP19,SRP19,pairwise immunoblot,Panchal et al (2014),
SRP,Signal recognition particle,SRP,PF3D7_1450100,signal recognition particle subunit SRP54,SRP54,pairwise immunoblot,Panchal et al (2014),
SRP,Signal recognition particle,SRP,PF3D7_0621900,"signal recognition particle subunit SRP68, putative",SRP68,NA,,
SRP,Signal recognition particle,SRP,PF3D7_1136400,"signal recognition particle subunit SRP72, putative",SRP72,NA,,
COPI,Coat protein complex I,COPI,PF3D7_0606700,"coatomer alpha subunit, putative",COPA,NA,,In Landscape paper
COPI,Coat protein complex I,COPI,PF3D7_1429800,"coatomer subunit beta, putative",COPB1,NA,,In Landscape paper
COPI,Coat protein complex I,COPI,PF3D7_1145100,"coatomer subunit gamma, putative",COPG,NA,,In Landscape paper
COPI,Coat protein complex I,COPI,PF3D7_1134800,coatomer subunit delta,COPD,NA,,
COPI,Coat protein complex I,COPI,PF3D7_0808400,"coatomer subunit epsilon, putative",COPE,NA,,In Landscape paper
COPI,Coat protein complex I,COPI,PF3D7_0415400,"coatomer subunit zeta, putative",COPZ,NA,,
COPI,Coat protein complex I,COPI,PF3D7_0905900,"coatomer subunit beta, putative",COPB2,NA,,
COPII,Coat protein complex II,COPII,PF3D7_1230700,protein transport protein SEC13,SEC13,NA,,
COPII,Coat protein complex II,COPII,PF3D7_0214100,protein transport protein SEC31,SEC31,NA,,
COPII,Coat protein complex II,COPII,PF3D7_1034000,"Sec1 family protein, putative",Sec1,NA,,
COPII,Coat protein complex II,COPII,PF3D7_0822600,protein transport protein SEC23,SEC23,NA,,
COPII,Coat protein complex II,COPII,PF3D7_1361100,protein transport protein Sec24A,SEC24A,NA,,
COPII,Coat protein complex II,COPII,PF3D7_0405100,"protein transport protein Sec24B, putative",SEC24B,NA,,
RAP,Rhoptry associated protein complex,RAP complex,PF3D7_1410400,rhoptry-associated protein 1,RAP1,Antibody pull-down,"Bushell et al (1988), Howard and Reese (1990)",
RAP,Rhoptry associated protein complex,RAP complex,PF3D7_0501600,rhoptry-associated protein 2,RAP2,Antibody pull-down,"Bushell et al (1988), Howard and Reese (1990)",
RAP,Rhoptry associated protein complex,RAP complex,PF3D7_0501500,rhoptry-associated protein 3,RAP3,Antibody pull-down,Howard and Reese (1990),
SURGE,SURGE complex,SURGE complex,PF3D7_0424400,surface-associated interspersed protein 4.2 (SURFIN 4.2),SURFIN4.2,anti-SURFIN4.2 pull-down,Quintana et al (2018),
SURGE,SURGE complex,SURGE complex,PF3D7_1116000,rhoptry neck protein 4,RON4,anti-SURFIN4.2 pull-down,Quintana et al (2018),
SURGE,SURGE complex,SURGE complex,PF3D7_1035300,glutamate-rich protein GLURP,GLURP,anti-SURFIN4.2 pull-down,Quintana et al (2018),
P3652,P36-P52 heterodimer,P36-P52,PF3D7_0404400,6-cysteine protein P36,P36,P36-mCherry pull-down,Arredondo et al (2018),
P3652,P36-P52 heterodimer,P36-P52,PF3D7_0404500,6-cysteine protein P52,P52,P36-mCherry pull-down,Arredondo et al (2018),
RAMA_RON3,RAMA-RON3 heterodimer,RAMA_RON3,PF3D7_0707300,rhoptry-associated membrane antigen,RAMA,anti-PfRAMA pull-down,Ito et al (2021),
RAMA_RON3,RAMA-RON3 heterodimer,RAMA_RON3,PF3D7_1252100,rhoptry neck protein 3,RON3,anti-PfRAMA pull-down,Ito et al (2021),
RFC,Replication factor C,RFC,PF3D7_0219600,replication factor C subunit 1,RFC1,RFC1-HA pull-down,Sheriff et al (2020),has some additional functions
RFC,Replication factor C,RFC,PF3D7_0218000,"replication factor C subunit 2, putative",RFC2,RFC1-HA pull-down,Sheriff et al (2020),
RFC,Replication factor C,RFC,PF3D7_1463200,"replication factor C subunit 3, putative",RFC3,RFC1-HA pull-down,Sheriff et al (2020),
RFC,Replication factor C,RFC,PF3D7_1241700,"replication factor C subunit 4, putative",RFC4,RFC1-HA pull-down,Sheriff et al (2020),
RFC,Replication factor C,RFC,PF3D7_1111100,"replication factor C subunit 5, putative",RFC5,RFC1-HA pull-down,Sheriff et al (2020),
AP1,Adaptor protein complex 1 (AP1),AP1,PF3D7_1311400,AP-1 complex subunit mu-1,,PfMu-1-GFP pull-down,Kibria et al (2014),
AP1,Adaptor protein complex 1 (AP1),AP1,PF3D7_1118100,"AP-1 complex subunit sigma, putative",,NA,,
AP1,Adaptor protein complex 1 (AP1),AP1,PF3D7_1455500,"AP-1 complex subunit gamma, putative",,PfMu-1-GFP pull-down,Kibria et al (2014),In Landascape paper
AP1,Adaptor protein complex 1 (AP1),AP1,PF3D7_0528100,"AP-1/2 complex subunit beta, putative",,NA,,In Landascape paper
AP2,Adaptor protein complex 2 (AP2),AP2,PF3D7_1218300,AP-2 complex subunit mu,,PfMu-2-HA pull-down,Henrici et al (2020),In Landascape paper
AP2,Adaptor protein complex 2 (AP2),AP2,PF3D7_0217300,"AP-2 complex subunit sigma, putative",,PfMu-2-HA pull-down,Henrici et al (2020),
AP2,Adaptor protein complex 2 (AP2),AP2,PF3D7_0617100,"AP-2 complex subunit alpha, putative",,PfMu-2-HA pull-down,Henrici et al (2020),
AP2,Adaptor protein complex 2 (AP2),AP2,PF3D7_0528100,"AP-1/2 complex subunit beta, putative",,PfMu-2-HA pull-down,Henrici et al (2020),
AP3,Adaptor protein complex 3 (AP3),AP3,PF3D7_0613500,"AP-3 complex subunit beta, putative",,NA,,
AP3,Adaptor protein complex 3 (AP3),AP3,PF3D7_0808100,"AP-3 complex subunit delta, putative",,NA,,
AP3,Adaptor protein complex 3 (AP3),AP3,PF3D7_1250500,"AP-3 complex subunit sigma, putative",,NA,,
AP3,Adaptor protein complex 3 (AP3),AP3,PF3D7_1440700,"AP-3 complex subunit mu, putative",,NA,,
FACT,Facilitates chromatin transcription (FACT) complex,FACT,PF3D7_0517400,"FACT complex subunit SPT16, putative",,SPT16-myc pull-down,Laurentino et al (2011),In gametocytes
FACT,Facilitates chromatin transcription (FACT) complex,FACT,PF3D7_1441400,"FACT complex subunit SSRP1, putative",,SPT16-myc pull-down,Laurentino et al (2011),In gametocytes
proteasome_reg,19S proteasome,19S proteasome,PF3D7_0317800,"26S proteasome non-ATPase regulatory subunit 9, putative",,recombinant Rad23-GST pull-down,Wang et al (2015),
proteasome_reg,19S proteasome,19S proteasome,PF3D7_0205400,"PCI domain-containing protein, putative",,NA,,
proteasome_reg,19S proteasome,19S proteasome,PF3D7_0312300,"26S proteasome regulatory subunit RPN12, putative",,recombinant Rad23-GST pull-down,Wang et al (2015),
proteasome_reg,19S proteasome,19S proteasome,PF3D7_0205900,"26S proteasome regulatory subunit RPN1, putative",,recombinant Rad23-GST pull-down,Wang et al (2015),
proteasome_reg,19S proteasome,19S proteasome,PF3D7_0807800,"26S proteasome regulatory subunit RPN10, putative",,recombinant Rad23-GST pull-down,Wang et al (2015),
proteasome_reg,19S proteasome,19S proteasome,PF3D7_1368100,"26S proteasome regulatory subunit RPN11, putative",,recombinant Rad23-GST pull-down,Wang et al (2015),
proteasome_reg,19S proteasome,19S proteasome,PF3D7_1466300,"26S proteasome regulatory subunit RPN2, putative",,recombinant Rad23-GST pull-down,Wang et al (2015),
proteasome_reg,19S proteasome,19S proteasome,PF3D7_1338100,"26S proteasome regulatory subunit RPN3, putative",,recombinant Rad23-GST pull-down,Wang et al (2015),
proteasome_reg,19S proteasome,19S proteasome,PF3D7_1017900,"26S proteasome regulatory subunit p55, putative",,recombinant Rad23-GST pull-down,Wang et al (2015),
proteasome_reg,19S proteasome,19S proteasome,PF3D7_1402300,26S proteasome regulatory subunit RPN6,,recombinant Rad23-GST pull-down,Wang et al (2015),
proteasome_reg,19S proteasome,19S proteasome,PF3D7_1129200,"26S proteasome regulatory subunit RPN7, putative",,recombinant Rad23-GST pull-down,Wang et al (2015),
proteasome_reg,19S proteasome,19S proteasome,PF3D7_0912900,"26S proteasome regulatory subunit RPN8, putative",,recombinant Rad23-GST pull-down,Wang et al (2015),
proteasome_reg,19S proteasome,19S proteasome,PF3D7_1030500,"26S proteasome regulatory subunit RPN9, putative",,recombinant Rad23-GST pull-down,Wang et al (2015),
proteasome_reg,19S proteasome,19S proteasome,PF3D7_1311500,"26S protease regulatory subunit 7, putative",,recombinant Rad23-GST pull-down,Wang et al (2015),
proteasome_reg,19S proteasome,19S proteasome,PF3D7_1008400,"26S protease regulatory subunit 4, putative",,recombinant Rad23-GST pull-down,Wang et al (2015),
proteasome_reg,19S proteasome,19S proteasome,PF3D7_0413600,"26S protease regulatory subunit 6B, putative",,recombinant Rad23-GST pull-down,Wang et al (2015),
proteasome_reg,19S proteasome,19S proteasome,PF3D7_1306400,"26S protease regulatory subunit 10B, putative",,recombinant Rad23-GST pull-down,Wang et al (2015),
proteasome_reg,19S proteasome,19S proteasome,PF3D7_1130400,"26S protease regulatory subunit 6A, putative",,recombinant Rad23-GST pull-down,Wang et al (2015),
proteasome_reg,19S proteasome,19S proteasome,PF3D7_1248900,"26S protease regulatory subunit 8, putative",,recombinant Rad23-GST pull-down,Wang et al (2015),
proteasome_reg,19S proteasome,19S proteasome,PF3D7_1414000,"26S proteasome regulatory subunit RPN13, putative",,recombinant Rad23-GST pull-down,Wang et al (2015),
E2_enzyme,Ubiquitine-conjugating enzyme E2-MMS2,Ub-E2 enzyme,PF3D7_0527100,ubiquitin-conjugating enzyme E2 13,,Crystal structure,Wernimont et al (2008),
E2_enzyme,Ubiquitine-conjugating enzyme E2-MMS2,Ub-E2 enzyme,PF3D7_0305700,"ubiquitin-conjugating enzyme MMS2, putative",,Crystal structure,Wernimont et al (2008),
SUMO_activating_enzyme,SUMO  activating enzyme,SUMO-AE,PF3D7_1237000,SUMO-activating enzyme subunit 2,,Co-expression in E. coli,Reiter et al (2013),
SUMO_activating_enzyme,SUMO  activating enzyme,SUMO-AE,PF3D7_1144500,SUMO-activating enzyme subunit 1,,Co-expression in E. coli,Reiter et al (2013),
farnesyltransferase,Farnesyltransferase,Farnesyltransferase,PF3D7_1242600,protein farnesyltransferase subunit alpha,,NA,,
farnesyltransferase,Farnesyltransferase,Farnesyltransferase,PF3D7_1147500,protein farnesyltransferase subunit beta,,NA,,
geranylgeranyl_transfarase,Geranylgeranyl transferase,Geranylgeranyl transferase,PF3D7_1214300,"geranylgeranyl transferase type-2 subunit beta, putative",,NA,,
geranylgeranyl_transfarase,Geranylgeranyl transferase,Geranylgeranyl transferase,PF3D7_1442500,"geranylgeranyl transferase type-2 subunit alpha, putative",,NA,,
cohesin,Cohesin,Cohesin,PF3D7_1130700,structural maintenance of chromosomes protein 1,,NA,,In Landscape paper
cohesin,Cohesin,Cohesin,PF3D7_0414000,structural maintenance of chromosomes protein 3,,NA,,In Landscape paper
cohesin,Cohesin,Cohesin,PF3D7_1440100,cohesin complex subunit RAD21,,NA,,In Landscape paper
microtubules,Microtubules,Microtubules,PF3D7_0903700,alpha tubulin 1,,Purified from P. falciparum,Hirst et al (2021),
microtubules,Microtubules,Microtubules,PF3D7_1008700,tubulin beta chain,,Purified from P. falciparum,Hirst et al (2021),
gamma_tubulin_complex,?-tubulin complex,a-tubulin complex,PF3D7_0933500,"gamma-tubulin complex component, putative",,Similar structure observed by cryo-tomography,Ferreira et al (2023),
gamma_tubulin_complex,?-tubulin complex,a-tubulin complex,PF3D7_1443600,"gamma-tubulin complex component, putative",,Similar structure observed by cryo-tomography,Ferreira et al (2023),
gamma_tubulin_complex,?-tubulin complex,a-tubulin complex,PF3D7_1453400,"gamma-tubulin complex component, putative",,Similar structure observed by cryo-tomography,Ferreira et al (2023),
exosome,Exosome,Exosome,PF3D7_0410400,exosome complex component RRP4,,PfRrp4-Ty1-HA pull-down; PfRrp44-Ty1-HA pull-down,Droll et al (2018),exosome cap
exosome,Exosome,Exosome,PF3D7_1427800,exosome complex component RRP41,,PfRrp4-Ty1-HA pull-down; PfRrp44-Ty1-HA pull-down,Droll et al (2018),hexameric ring
exosome,Exosome,Exosome,PF3D7_0209200,"exosome complex component MTR3, putative",,PfRrp4-Ty1-HA pull-down; PfRrp44-Ty1-HA pull-down,Droll et al (2018),hexameric ring
exosome,Exosome,Exosome,PF3D7_0720000,"exosome complex component CSL4, putative",,PfRrp4-Ty1-HA pull-down; PfRrp44-Ty1-HA pull-down,Droll et al (2018),exosome cap
exosome,Exosome,Exosome,PF3D7_1307000,"exosome complex component RRP40, putative",,PfRrp4-Ty1-HA pull-down; PfRrp44-Ty1-HA pull-down,Droll et al (2018),exosome cap
