Complex,Complex name,Complex short name,Subunit,Protein name,Protein,Evidence level,Citation,Comment
TRAPPII,Transport protein particle 2,TRAPPII,PF3D7_0618700,"trafficking protein particle complex subunit 6A, putative",Tpa,NA,,
TRAPPII,Transport protein particle 2,TRAPPII,PF3D7_0418500,"trafficking protein particle complex subunit 3, putative",PTransportAR3,NA,,
TRAPPII,Transport protein particle 2,TRAPPII,PF3D7_1405200,"trafficking protein particle complex subunit 1, putative",PTransportAR1,NA,,
TRAPPII,Transport protein particle 2,TRAPPII,PF3D7_0310700,"trafficking protein particle complex subunit 4, putative",PTransportAR4,NA,,
TRAPPII,Transport protein particle 2,TRAPPII,PF3D7_1332300,"trafficking protein particle complex subunit 2, putative",PTransportAR2,NA,,
TRAPPII,Transport protein particle 2,TRAPPII,PF3D7_0816700,"trafficking protein particle complex subunit 2-like protein, putative",PTransportARlike protein,NA,,
TRAPPII,Transport protein particle 2,TRAPPII,PF3D7_0719900,"conserved Plasmodium membrane protein, unknown function",Tfplasmodium membrane protein,NA,,
TRAPPIII,Transport protein particle 3,TRAPPIII,PF3D7_1437800,"trafficking protein particle complex subunit 5, putative",PTransportAR5,NA,,
TRAPPIII,Transport protein particle 3,TRAPPIII,PF3D7_0618700,"trafficking protein particle complex subunit 6A, putative",Tpa,NA,,
TRAPPIII,Transport protein particle 3,TRAPPIII,PF3D7_0418500,"trafficking protein particle complex subunit 3, putative",PTransportAR3,NA,,
TRAPPIII,Transport protein particle 3,TRAPPIII,PF3D7_1405200,"trafficking protein particle complex subunit 1, putative",PTransportAR1,NA,,
TRAPPIII,Transport protein particle 3,TRAPPIII,PF3D7_0310700,"trafficking protein particle complex subunit 4, putative",PTransportAR4,NA,,
TRAPPIII,Transport protein particle 3,TRAPPIII,PF3D7_1332300,"trafficking protein particle complex subunit 2, putative",PTransportAR2,NA,,
TRAPPIII,Transport protein particle 3,TRAPPIII,PF3D7_0816700,"trafficking protein particle complex subunit 2-like protein, putative",PTransportARlike protein,NA,,
TRAPPII_humanlike_putative,,,PF3D7_1437800,"trafficking protein particle complex subunit 5, putative",,NA,,
TRAPPII_humanlike_putative,,,PF3D7_0618700,"trafficking protein particle complex subunit 6A, putative",Tpa,NA,,
TRAPPII_humanlike_putative,,,PF3D7_0418500,"trafficking protein particle complex subunit 3, putative",,NA,,
TRAPPII_humanlike_putative,,,PF3D7_1405200,"trafficking protein particle complex subunit 1, putative",,NA,,
TRAPPII_humanlike_putative,,,PF3D7_0310700,"trafficking protein particle complex subunit 4, putative",,NA,,
TRAPPII_humanlike_putative,,,PF3D7_1332300,"trafficking protein particle complex subunit 2, putative",,NA,,
TRAPPII_humanlike_putative,,,PF3D7_0816700,"trafficking protein particle complex subunit 2-like protein, putative",,NA,,
TRAPPII_humanlike_putative,,,PF3D7_0505100,"trafficking protein particle complex subunit 8, putative",,NA,,
TRAPPII_humanlike_putative,,,PF3D7_0909500,"subpellicular microtubule protein 1, putative",,NA,,
TRAPPII_humanlike_putative,,,PF3D7_1009300,"AMP-binding protein, putative",Tpamp-binding protein,NA,,
TRAPPII_humanlike_putative,,,PF3D7_1236300,"conserved protein, unknown function",,NA,,
TRAPPII_humanlike_putative,,,PF3D7_0501900,"trafficking protein particle complex subunit 13, putative",,NA,,
TRAPPII_humanlike_putative_specific,,,PF3D7_0505100,"trafficking protein particle complex subunit 8, putative",,NA,,
TRAPPII_humanlike_putative_specific,,,PF3D7_0909500,"subpellicular microtubule protein 1, putative",,NA,,
TRAPPII_humanlike_putative_specific,,,PF3D7_1009300,"AMP-binding protein, putative",Tpamp-binding protein,NA,,
TRAPPII_humanlike_putative_specific,,,PF3D7_1236300,"conserved protein, unknown function",,NA,,
TRAPPII_humanlike_putative_specific,,,PF3D7_0501900,"trafficking protein particle complex subunit 13, putative",,NA,,
NPC,Nuclear pore complex,Nuclear pore,PF3D7_0903500,"nucleoporin NUP138, putative",Npnup138,bioID with Nup138,Ambekar et al (2022),
NPC,Nuclear pore complex,Nuclear pore,PF3D7_1364200,"nucleoporin NUP205, putative",Npnup205,bioID with Nup138,Ambekar et al (2022),
NPC,Nuclear pore complex,Nuclear pore,PF3D7_0905100,"nucleoporin NUP221, putative",Npnup221,bioID with Nup138,Ambekar et al (2022),
NPC,Nuclear pore complex,Nuclear pore,PF3D7_1446500,"nucleoporin NUP313, putative",Npnup313,bioID with Nup138,Ambekar et al (2022),
NPC,Nuclear pore complex,Nuclear pore,PF3D7_0609000,"nucleoporin NUP637, putative",Npnup637,bioID with Nup138,Ambekar et al (2022),
NPC,Nuclear pore complex,Nuclear pore,PF3D7_1230700,protein transport protein SEC13,Npsec13,bioID with Nup138,Ambekar et al (2022),
NPC,Nuclear pore complex,Nuclear pore,PF3D7_0212400,"nucleoporin NUP390, putative",Npnup390,bioID with Nup138,Ambekar et al (2022),
NPC,Nuclear pore complex,Nuclear pore,PF3D7_0212500,"nucleoporin NUP434, putative",Npnup434,bioID with Nup138,Ambekar et al (2022),
NPC,Nuclear pore complex,Nuclear pore,PF3D7_0317300,"nucleoporin NUP335, putative",Npnup335,bioID with Nup138,Ambekar et al (2022),
NPC,Nuclear pore complex,Nuclear pore,PF3D7_1352400,"nucleoporin NUP176, putative",Npnup176,bioID with Nup138,Ambekar et al (2022),
NPC,Nuclear pore complex,Nuclear pore,PF3D7_1473700,"nucleoporin NUP116/NSP116, putative",Npnsp116,bioID with Nup138,Ambekar et al (2022),
NPC,Nuclear pore complex,Nuclear pore,PF3D7_1241200,"nucleoporin NUP269, putative",Npnup269,bioID with Nup138,Ambekar et al (2022),
clathrin,Clathrin,Clathrin,PF3D7_1219100,"clathrin heavy chain, putative",PClathrin2-HA pull-downYchain,PfMu-2-HA pull-down,Henrici et al (2020),
clathrin,Clathrin,Clathrin,PF3D7_1435500,"clathrin light chain, putative",PClathrin2-HA pull-downTchain,PfMu-2-HA pull-down,Henrici et al (2020),
AP4,Adaptor protein complex 4,AP4,PF3D7_0423100,"AP-4 complex subunit sigma, putative",Apap-4 complex subunit sigma,NA,,
AP4,Adaptor protein complex 4,AP4,PF3D7_0730200,"AP-4 complex subunit beta, putative",Apap-4 complex subunit beta,NA,,
AP4,Adaptor protein complex 4,AP4,PF3D7_0904100,"AP-4 complex subunit epsilon, putative",Apap-4 complex subunit epsilon,NA,,
AP4,Adaptor protein complex 4,AP4,PF3D7_1119500,"AP-4 complex subunit mu, putative",Apap-4 complex subunit mu,NA,,
AP4_tepsin,,0,PF3D7_0423100,"AP-4 complex subunit sigma, putative",Apap-4 complex subunit sigma,NA,,
AP4_tepsin,,0,PF3D7_0730200,"AP-4 complex subunit beta, putative",Apap-4 complex subunit beta,NA,,
AP4_tepsin,,0,PF3D7_0904100,"AP-4 complex subunit epsilon, putative",Apap-4 complex subunit epsilon,NA,,
AP4_tepsin,,0,PF3D7_1119500,"AP-4 complex subunit mu, putative",Apap-4 complex subunit mu,NA,,
AP4_tepsin,,0,PF3D7_1459600,"AP-4 complex accessory subunit Tepsin, putative",Aptepsin,NA,,
CLAG_core,RhopH complex,CLAG complex,PF3D7_0302500,cytoadherence linked asexual protein 3.1,,CryoEM,Ho et al (2021),
CLAG_core,RhopH complex,CLAG complex,PF3D7_0929400,high molecular weight rhoptry protein 2,,CryoEM,Ho et al (2021),
CLAG_core,RhopH complex,CLAG complex,PF3D7_0905400,high molecular weight rhoptry protein 3,,CryoEM,Ho et al (2021),
glideosome_core,Glideosome motor,Glideosome motor,PF3D7_1342600,myosin A,Gma,Crystal structure,"Pazicky et al (2020), Moussaoui et al (2020)",
glideosome_core,Glideosome motor,Glideosome motor,PF3D7_1246400,myosin A-tail interacting protein,Gpa-tail interacting protein,Crystal structure,"Pazicky et al (2020), Moussaoui et al (2020)",
glideosome_core,Glideosome motor,Glideosome motor,PF3D7_1017500,myosin essential light chain ELC,Gcelc,Crystal structure,"Pazicky et al (2020), Moussaoui et al (2020)",
GAPMs,Glideosome-associated proteins with multiple membrane spans (GAPMs),GAPMs,PF3D7_1323700,glideosome associated protein with multiple membrane spans 1,"PGlideosome-HA, GAPM2-GFP, GAPM3-HA WB pull-downS1","GAPM1-HA, GAPM2-GFP, GAPM3-HA WB pull-down",Bollen et al (2009),
GAPMs,Glideosome-associated proteins with multiple membrane spans (GAPMs),GAPMs,PF3D7_0423500,glideosome associated protein with multiple membrane spans 2,"PGlideosome-HA, GAPM2-GFP, GAPM3-HA WB pull-downS2","GAPM1-HA, GAPM2-GFP, GAPM3-HA WB pull-down",Bollen et al (2009),
GAPMs,Glideosome-associated proteins with multiple membrane spans (GAPMs),GAPMs,PF3D7_1406800,glideosome associated protein with multiple membrane spans 3,"PGlideosome-HA, GAPM2-GFP, GAPM3-HA WB pull-downS3","GAPM1-HA, GAPM2-GFP, GAPM3-HA WB pull-down",Bollen et al (2009),
Pfs38,Pfs38 complex,Pfs38 complex,PF3D7_0404900,6-cysteine protein P41,Ppp41,"Pfs38 antibody WB pull-down, ELISA",Paul et al (2017),
Pfs38,Pfs38 complex,Pfs38 complex,PF3D7_0508000,6-cysteine protein P38,Ppp38,"Pfs38 antibody WB pull-down, ELISA",,
Pfs38,Pfs38 complex,Pfs38 complex,PF3D7_0612700,6-cysteine protein P12,Ppp12,"Pfs38 antibody WB pull-down, ELISA",,
Pfs38,Pfs38 complex,Pfs38 complex,PF3D7_1035300,glutamate-rich protein GLURP,Ppglurp,"Pfs38 antibody WB pull-down, ELISA",,
Pfs38,Pfs38 complex,Pfs38 complex,PF3D7_0207600,serine repeat antigen 5,"PPfs antibody WB pull-down, ELISA 5","Pfs38 antibody WB pull-down, ELISA",,
Pfs38,Pfs38 complex,Pfs38 complex,PF3D7_0930300,merozoite surface protein 1,"PPfs antibody WB pull-down, ELISAF1","Pfs38 antibody WB pull-down, ELISA",,
RNApolII,RNA polymerase II,RNA pol II,PF3D7_0110400,"DNA-directed RNA polymerase II subunit RPB9, putative",Rprpb9,NA,,
RNApolII,RNA polymerase II,RNA pol II,PF3D7_0205500,"DNA-directed RNA polymerase II 16 kDa subunit, putative",Rpda subunit,NA,,
RNApolII,RNA polymerase II,RNA pol II,PF3D7_0208700,"SHS2 domain-containing protein, putative",Rpshs2 domain-containing protein,NA,,
RNApolII,RNA polymerase II,RNA pol II,PF3D7_0215700,"DNA-directed RNA polymerase II subunit RPB2, putative",Rprpb2,NA,,
RNApolII,RNA polymerase II,RNA pol II,PF3D7_0318200,DNA-directed RNA polymerase II subunit RPB1,Rsrpb1,NA,,
RNApolII,RNA polymerase II,RNA pol II,PF3D7_0923000,"DNA-directed RNA polymerase II subunit RPB3, putative",Rprpb3,NA,,
RNApolII,RNA polymerase II,RNA pol II,PF3D7_1304900,"DNA-directed RNA polymerase II subunit RPB11, putative",Rprpb11,NA,,
RNApolII,RNA polymerase II,RNA pol II,PF3D7_0303300,"DNA-directed RNA polymerases I, II, and III subunit RPABC2, putative",Rprpabc2,NA,,
RNApolII,RNA polymerase II,RNA pol II,PF3D7_0708100,"DNA-directed RNA polymerases I, II, and III subunit RPABC5, putative",Rprpabc5,NA,,
RNApolII,RNA polymerase II,RNA pol II,PF3D7_1213700,"DNA-directed RNA polymerases I, II, and III subunit RPABC3, putative",Rprpabc3,NA,,
RNApolII,RNA polymerase II,RNA pol II,PF3D7_1342700,"DNA-directed RNA polymerases I, II, and III subunit RPABC4, putative",Rprpabc4,NA,,
RNApolII,RNA polymerase II,RNA pol II,PF3D7_1364800,"DNA-directed RNA polymerases I, II, and III subunit RPABC1, putative",Rprpabc1,NA,,
RNApolII,RNA polymerase II,RNA pol II,PF3D7_1404000,"DNA-directed RNA polymerase II subunit RPB4, putative",Rprpb4,NA,,
RNApolII,RNA polymerase II,RNA pol II,PF3D7_1027400,"DNA-directed RNA polymerase II subunit RPB7, putative",Rprpb7,NA,,
RNApolII_core,,RNApolII core,PF3D7_0110400,"DNA-directed RNA polymerase II subunit RPB9, putative",Rprpb9,NA,,
RNApolII_core,,RNApolII core,PF3D7_0205500,"DNA-directed RNA polymerase II 16 kDa subunit, putative",Rpda subunit,NA,,
RNApolII_core,,RNApolII core,PF3D7_0208700,"SHS2 domain-containing protein, putative",Rpshs2 domain-containing protein,NA,,
RNApolII_core,,RNApolII core,PF3D7_0215700,"DNA-directed RNA polymerase II subunit RPB2, putative",Rprpb2,NA,,
RNApolII_core,,RNApolII core,PF3D7_0318200,DNA-directed RNA polymerase II subunit RPB1,Rsrpb1,NA,,
RNApolII_core,,RNApolII core,PF3D7_0923000,"DNA-directed RNA polymerase II subunit RPB3, putative",Rprpb3,NA,,
RNApolII_core,,RNApolII core,PF3D7_1304900,"DNA-directed RNA polymerase II subunit RPB11, putative",Rprpb11,NA,,
RNApol_shared,,0,PF3D7_0303300,"DNA-directed RNA polymerases I, II, and III subunit RPABC2, putative",Rprpabc2,NA,,
RNApol_shared,,0,PF3D7_0708100,"DNA-directed RNA polymerases I, II, and III subunit RPABC5, putative",Rprpabc5,NA,,
RNApol_shared,,0,PF3D7_1213700,"DNA-directed RNA polymerases I, II, and III subunit RPABC3, putative",Rprpabc3,NA,,
RNApol_shared,,0,PF3D7_1342700,"DNA-directed RNA polymerases I, II, and III subunit RPABC4, putative",Rprpabc4,NA,,
RNApol_shared,,0,PF3D7_1364800,"DNA-directed RNA polymerases I, II, and III subunit RPABC1, putative",Rprpabc1,NA,,
RNApol_sharedI_III,,0,PF3D7_1143300,"DNA-directed RNA polymerases I and III subunit RPAC1, putative",Rprpac1,NA,,
RNApol_sharedI_III,,0,PF3D7_1415200,"DNA-directed RNA polymerases I and III subunit RPAC2, putative",Rprpac2,NA,,
RNApolI,RNA polymerase I,RNA pol I,PF3D7_0303300,"DNA-directed RNA polymerases I, II, and III subunit RPABC2, putative",Rprpabc2,NA,,
RNApolI,RNA polymerase I,RNA pol I,PF3D7_0708100,"DNA-directed RNA polymerases I, II, and III subunit RPABC5, putative",Rprpabc5,NA,,
RNApolI,RNA polymerase I,RNA pol I,PF3D7_1213700,"DNA-directed RNA polymerases I, II, and III subunit RPABC3, putative",Rprpabc3,NA,,
RNApolI,RNA polymerase I,RNA pol I,PF3D7_1342700,"DNA-directed RNA polymerases I, II, and III subunit RPABC4, putative",Rprpabc4,NA,,
RNApolI,RNA polymerase I,RNA pol I,PF3D7_1364800,"DNA-directed RNA polymerases I, II, and III subunit RPABC1, putative",Rprpabc1,NA,,
RNApolI,RNA polymerase I,RNA pol I,PF3D7_1143300,"DNA-directed RNA polymerases I and III subunit RPAC1, putative",Rprpac1,NA,,
RNApolI,RNA polymerase I,RNA pol I,PF3D7_1415200,"DNA-directed RNA polymerases I and III subunit RPAC2, putative",Rprpac2,NA,,
RNApolI,RNA polymerase I,RNA pol I,PF3D7_0509400,RNA polymerase I,Rpi,NA,,
RNApolI,RNA polymerase I,RNA pol I,PF3D7_1134700,"DNA-directed RNA polymerase I subunit RPA2, putative",Rprpa2,NA,,
RNApolIII,RNA polymerase III,RNA pol III,PF3D7_0303300,"DNA-directed RNA polymerases I, II, and III subunit RPABC2, putative",Rprpabc2,NA,,
RNApolIII,RNA polymerase III,RNA pol III,PF3D7_0708100,"DNA-directed RNA polymerases I, II, and III subunit RPABC5, putative",Rprpabc5,NA,,
RNApolIII,RNA polymerase III,RNA pol III,PF3D7_1213700,"DNA-directed RNA polymerases I, II, and III subunit RPABC3, putative",Rprpabc3,NA,,
RNApolIII,RNA polymerase III,RNA pol III,PF3D7_1342700,"DNA-directed RNA polymerases I, II, and III subunit RPABC4, putative",Rprpabc4,NA,,
RNApolIII,RNA polymerase III,RNA pol III,PF3D7_1364800,"DNA-directed RNA polymerases I, II, and III subunit RPABC1, putative",Rprpabc1,NA,,
RNApolIII,RNA polymerase III,RNA pol III,PF3D7_1143300,"DNA-directed RNA polymerases I and III subunit RPAC1, putative",Rprpac1,NA,,
RNApolIII,RNA polymerase III,RNA pol III,PF3D7_1415200,"DNA-directed RNA polymerases I and III subunit RPAC2, putative",Rprpac2,NA,,
RNApolIII,RNA polymerase III,RNA pol III,PF3D7_1104700,"DNA-directed RNA polymerase III subunit RPC8, putative",Rprpc8,NA,,
RNApolIII,RNA polymerase III,RNA pol III,PF3D7_1104700,"DNA-directed RNA polymerase III subunit RPC8, putative",Rprpc8,NA,,
RNApolIII,RNA polymerase III,RNA pol III,PF3D7_1206600,"DNA-directed RNA polymerase III subunit RPC2, putative",Rprpc2,NA,,
RNApolIII,RNA polymerase III,RNA pol III,PF3D7_1329000,"DNA-directed RNA polymerase III subunit RPC1, putative",Rprpc1,NA,,
RNApolIII,RNA polymerase III,RNA pol III,PF3D7_1421400,"DNA-directed RNA polymerase III subunit RPC6, putative",Rprpc6,NA,,
RNApolIII,RNA polymerase III,RNA pol III,PF3D7_1463400,"DNA-directed RNA polymerase III subunit RPC4, putative",Rprpc4,NA,,
RNApolIII,RNA polymerase III,RNA pol III,PF3D7_0206600,"DNA-directed RNA polymerase III subunit RPC10, putative",Rprpc10,NA,,
RNApolIII,RNA polymerase III,RNA pol III,PF3D7_1458800,"DNA-directed RNA polymerase III subunit RPC5, putative",Rprpc5,NA,,
DNApolAlphaComplex,DNA polymerase ?,DNA pol alpha,PF3D7_0411900,DNA polymerase alpha catalytic subunit A,Dsa,NA,,
DNApolAlphaComplex,DNA polymerase ?,DNA pol alpha,PF3D7_1463300,"DNA polymerase alpha subunit B, putative",Dpb,NA,,
DNApolAlphaComplex,DNA polymerase ?,DNA pol alpha,PF3D7_1438700,DNA primase small subunit,Dsdna primase small subunit,NA,,
DNApolAlphaComplex,DNA polymerase ?,DNA pol alpha,PF3D7_0910900,"DNA primase large subunit, putative",Dpdna primase large subunit,NA,,
DNApolD,DNA polymerase ?,DNA pol D,PF3D7_1017000,DNA polymerase delta catalytic subunit,Dsdna polymerase delta catalytic subunit,NA,,
DNApolD,DNA polymerase ?,DNA pol D,PF3D7_0308000,"DNA polymerase delta small subunit, putative",Dpdna polymerase delta small subunit,NA,,
DNApolD_putative,DNA polymerase ?,DNA pol D,PF3D7_1017000,DNA polymerase delta catalytic subunit,Dsdna polymerase delta catalytic subunit,NA,,
DNApolD_putative,DNA polymerase ?,DNA pol D,PF3D7_0308000,"DNA polymerase delta small subunit, putative",Dpdna polymerase delta small subunit,NA,,
DNApolD_putative,DNA polymerase ?,DNA pol D,PF3D7_1248700,"conserved protein, unknown function",PDNAATunknown,NA,,
DNApolE,DNA polymerase ?,DNA pol E,PF3D7_0630300,"DNA polymerase epsilon catalytic subunit A, putative",Dpa,NA,,
DNApolE,DNA polymerase ?,DNA pol E,PF3D7_1234300,"DNA polymerase epsilon subunit B, putative",Dpb,NA,,
DNApolE_putative,DNA polymerase ?,DNA pol E,PF3D7_0630300,"DNA polymerase epsilon catalytic subunit A, putative",Dpa,NA,,
DNApolE_putative,DNA polymerase ?,DNA pol E,PF3D7_1234300,"DNA polymerase epsilon subunit B, putative",Dpb,NA,,
DNApolE_putative,DNA polymerase ?,DNA pol E,PF3D7_1146600,"oocyst rupture protein 1, putative",PDNAAE1,NA,,
apicoplast_ribosome,Apicoplast ribosome,Apicoplast ribosome,PF3D7_0811900,"RNA-binding protein, putative",Aprna-binding protein,NA,,
apicoplast_ribosome,Apicoplast ribosome,Apicoplast ribosome,PFC10_API0018,,,NA,,
apicoplast_ribosome,Apicoplast ribosome,Apicoplast ribosome,PFC10_API0039,,,NA,,
apicoplast_ribosome,Apicoplast ribosome,Apicoplast ribosome,PFC10_API0055,,,NA,,
apicoplast_ribosome,Apicoplast ribosome,Apicoplast ribosome,PFC10_API0033,,,NA,,
apicoplast_ribosome,Apicoplast ribosome,Apicoplast ribosome,PF3D7_0932600,"apicoplast ribosomal protein S6, putative",Aps6,NA,,
apicoplast_ribosome,Apicoplast ribosome,Apicoplast ribosome,PFC10_API0029,,,NA,,
apicoplast_ribosome,Apicoplast ribosome,Apicoplast ribosome,PFC10_API0035,,,NA,,
apicoplast_ribosome,Apicoplast ribosome,Apicoplast ribosome,PF3D7_1413400,"30S ribosomal protein S9, putative",Aps9,NA,,
apicoplast_ribosome,Apicoplast ribosome,Apicoplast ribosome,PF3D7_1460900,"ribosomal protein S10, apicoplast, putative",Aps10,NA,,
apicoplast_ribosome,Apicoplast ribosome,Apicoplast ribosome,PF3D7_1460900,"ribosomal protein S10, apicoplast, putative",Aps10,NA,,
apicoplast_ribosome,Apicoplast ribosome,Apicoplast ribosome,PF3D7_0317600,"40S ribosomal protein S11, putative",Aps11,NA,,
apicoplast_ribosome,Apicoplast ribosome,Apicoplast ribosome,PFC10_API0030,,,NA,,
apicoplast_ribosome,Apicoplast ribosome,Apicoplast ribosome,PF3D7_1137500,"ribosomal protein S14, apicoplast, putative",Aps14,NA,,
apicoplast_ribosome,Apicoplast ribosome,Apicoplast ribosome,PF3D7_1106100,"ribosomal protein S15, apicoplast, putative",Aps15,NA,,
apicoplast_ribosome,Apicoplast ribosome,Apicoplast ribosome,PFC10_API0038,,,NA,,
apicoplast_ribosome,Apicoplast ribosome,Apicoplast ribosome,PFC10_API0037,,,NA,,
apicoplast_ribosome,Apicoplast ribosome,Apicoplast ribosome,PF3D7_0613400,"50S ribosomal protein L18, apicoplast, putative",Apl18,NA,,
apicoplast_ribosome,Apicoplast ribosome,Apicoplast ribosome,PFC10_API0040,,,NA,,
apicoplast_ribosome,Apicoplast ribosome,Apicoplast ribosome,PF3D7_1210000,"50S ribosomal protein L1, apicoplast, putative",Apl1,NA,,
apicoplast_ribosome,Apicoplast ribosome,Apicoplast ribosome,PF3D7_0516900,60S ribosomal protein L2,Apl2,NA,,
apicoplast_ribosome,Apicoplast ribosome,Apicoplast ribosome,PF3D7_0918200,"50S ribosomal protein L3, apicoplast, putative",Apl3,NA,,
apicoplast_ribosome,Apicoplast ribosome,Apicoplast ribosome,PFC10_API0043,,,NA,,
apicoplast_ribosome,Apicoplast ribosome,Apicoplast ribosome,PFC10_API0034,,,NA,,
apicoplast_ribosome,Apicoplast ribosome,Apicoplast ribosome,PF3D7_0524600,"50S ribosomal protein L12, apicoplast, putative",Apl12,NA,,
apicoplast_ribosome,Apicoplast ribosome,Apicoplast ribosome,PFC10_API0036,,,NA,,
apicoplast_ribosome,Apicoplast ribosome,Apicoplast ribosome,PF3D7_1429100,"ribosomal protein L15, apicoplast, putative",Apl15,NA,,
apicoplast_ribosome,Apicoplast ribosome,Apicoplast ribosome,PF3D7_0522500,"50S ribosomal protein L17, apicoplast, putative",Apl17,NA,,
apicoplast_ribosome,Apicoplast ribosome,Apicoplast ribosome,PF3D7_0827500,"ribosomal protein L21, apicoplast, putative",Apl21,NA,,
apicoplast_ribosome,Apicoplast ribosome,Apicoplast ribosome,PF3D7_1467400,"50S ribosomal protein L22, apicoplast, putative",Apl22,NA,,
apicoplast_ribosome,Apicoplast ribosome,Apicoplast ribosome,PFC10_API0042,,,NA,,
apicoplast_ribosome,Apicoplast ribosome,Apicoplast ribosome,PF3D7_1223900,"50S ribosomal protein L24, putative",Apl24,NA,,
apicoplast_ribosome,Apicoplast ribosome,Apicoplast ribosome,PF3D7_1034200,"ribosomal protein L27, putative",Apl27,NA,,
apicoplast_ribosome,Apicoplast ribosome,Apicoplast ribosome,PF3D7_0503000,"50S ribosomal protein L28, apicoplast, putative",Apl28,NA,,
apicoplast_ribosome,Apicoplast ribosome,Apicoplast ribosome,PF3D7_1208000,"ribosomal protein L29, apicoplast, putative",Apl29,NA,,
apicoplast_ribosome,Apicoplast ribosome,Apicoplast ribosome,PF3D7_0810100,"ribosomal protein L33, apicoplast, putative",Apl33,NA,,
apicoplast_ribosome,Apicoplast ribosome,Apicoplast ribosome,PF3D7_0907800,"ribosomal protein L35, apicoplast, putative",Apl35,NA,,
apicoplast_ribosome,Apicoplast ribosome,Apicoplast ribosome,PFC10_API0031,,,NA,,
apicoplast_ribosome,Apicoplast ribosome,Apicoplast ribosome,PF3D7_API04100,"30S ribosomal protein S2, putative",Aps2,NA,,
apicoplast_ribosome,Apicoplast ribosome,Apicoplast ribosome,PF3D7_API01300,"50S ribosomal protein L4, putative",Apl4,NA,,
apicoplast_ribosome,Apicoplast ribosome,Apicoplast ribosome,PF3D7_0310000,"50S ribosomal protein L9, apicoplast, putative",Apl9,NA,,
apicoplast_ribosome,Apicoplast ribosome,Apicoplast ribosome,PF3D7_API03500,"apicoplast ribosomal protein L11, putative",Apl11,NA,,
apicoplast_ribosome,Apicoplast ribosome,Apicoplast ribosome,PF3D7_API02000,apicoplast ribosomal protein L14,Apl14,NA,,
apicoplast_ribosome,Apicoplast ribosome,Apicoplast ribosome,PF3D7_API01800,apicoplast ribosomal protein L16,Apl16,NA,,
apicoplast_ribosome,Apicoplast ribosome,Apicoplast ribosome,PF3D7_API01500,apicoplast ribosomal protein L2,Apl2,NA,,
apicoplast_ribosome,Apicoplast ribosome,Apicoplast ribosome,PF3D7_API02500,apicoplast ribosomal protein L36,Apl36,NA,,
apicoplast_ribosome,Apicoplast ribosome,Apicoplast ribosome,PF3D7_API02200,apicoplast ribosomal protein L6,Apl6,NA,,
apicoplast_ribosome,Apicoplast ribosome,Apicoplast ribosome,PF3D7_API02600,apicoplast ribosomal protein S11,Aps11,NA,,
apicoplast_ribosome,Apicoplast ribosome,Apicoplast ribosome,PF3D7_API02700,apicoplast ribosomal protein S12,Aps12,NA,,
apicoplast_ribosome,Apicoplast ribosome,Apicoplast ribosome,PF3D7_API01900,apicoplast ribosomal protein S17,Aps17,NA,,
apicoplast_ribosome,Apicoplast ribosome,Apicoplast ribosome,PF3D7_API01600,apicoplast ribosomal protein S19,Aps19,NA,,
apicoplast_ribosome,Apicoplast ribosome,Apicoplast ribosome,PF3D7_API00100,apicoplast ribosomal protein S4,Aps4,NA,,
apicoplast_ribosome,Apicoplast ribosome,Apicoplast ribosome,PF3D7_API02300,apicoplast ribosomal protein S5,Aps5,NA,,
apicoplast_ribosome,Apicoplast ribosome,Apicoplast ribosome,PF3D7_API02800,apicoplast ribosomal protein S7,Aps7,NA,,
apicoplast_ribosome,Apicoplast ribosome,Apicoplast ribosome,PF3D7_API02100,apicoplast ribosomal protein S8,Aps8,NA,,
mitochondrial_ribosome,Mitochondrial ribosome,Mitochondrial ribosome,PF3D7_0713600,"ribosomal protein S5, mitochondrial, putative",Mps5,NA,,
mitochondrial_ribosome,Mitochondrial ribosome,Mitochondrial ribosome,PF3D7_1463800,"ribosomal protein S6, mitochondrial, putative",Mps6,NA,,
mitochondrial_ribosome,Mitochondrial ribosome,Mitochondrial ribosome,PF3D7_0718400,"ribosomal protein S8, mitochondrial, putative",Mps8,NA,,
mitochondrial_ribosome,Mitochondrial ribosome,Mitochondrial ribosome,PF3D7_1137100,"ribosomal protein S9, mitochondrial, putative",Mps9,NA,,
mitochondrial_ribosome,Mitochondrial ribosome,Mitochondrial ribosome,PF3D7_1454600,"ribosomal protein S11, mitochondrial, putative",Mps11,NA,,
mitochondrial_ribosome,Mitochondrial ribosome,Mitochondrial ribosome,PF3D7_0412100,"ribosomal protein S12, mitochondrial",Mms12,NA,,
mitochondrial_ribosome,Mitochondrial ribosome,Mitochondrial ribosome,PF3D7_1447300,"ribosomal protein S14, mitochondrial, putative",Mps14,NA,,
mitochondrial_ribosome,Mitochondrial ribosome,Mitochondrial ribosome,PF3D7_1310900,"ribosomal protein S15, mitochondrial, putative",Mps15,NA,,
mitochondrial_ribosome,Mitochondrial ribosome,Mitochondrial ribosome,PF3D7_0531200,"ribosomal protein S16, mitochondrial, putative",Mps16,NA,,
mitochondrial_ribosome,Mitochondrial ribosome,Mitochondrial ribosome,PF3D7_1365100,"ribosomal protein S17, mitochondrial",Mms17,NA,,
mitochondrial_ribosome,Mitochondrial ribosome,Mitochondrial ribosome,PF3D7_1211500,"ribosomal protein S18, mitochondrial",Mms18,NA,,
